input_text,product,quantity,price_satuan,pattern
ayam penyet jumbo nasi yang kyk biasa yang 504rb pesen dua thinwall aja [SEP] noted kak ayam penyet jumbo nasi 504rb totalnya rp 504.000,ayam penyet jumbo nasi,dua thinwall,504000,1
boleh pesan 14 es susu strawberry buat kantor ya mas [SEP] oke kak es susu strawberry harganya 990rb totalnya 990k,es susu strawberry,14,990000,1
minta 24 es nutrisari anggur setengah porsi sekarang ya,es nutrisari anggur,24,-1,2
bakso aci sosis 24 pake kotak [SEP] oke siap kak,bakso aci sosis,24,-1,2
bikin lima kotak otot bakwan penyet cepet ya ya [SEP] noted kak otot bakwan penyet rp 659.000 totalnya rp 659.000,otot bakwan penyet,lima kotak,659000,1
"23 sop ayam kriuk santai aja thx ya [SEP] siap, segera diproses",sop ayam kriuk,23,-1,3
"pesan 9 telur penyet tujuh nasi goreng mawut terima kasih [SEP] pesanan: telur penyet rp217rb, nasi goreng mawut 62rb. Total bayar = 279k",telur penyet & nasi goreng mawut,9 & tujuh,-1,4
pagi 12 nasi penyet ayam bakwan untuk anak saya deh bang [SEP] rincian pesanan: nasi penyet ayam bakwan (91rb) jadi 91rb ya kak,nasi penyet ayam bakwan,12,91000,2
"pesan dua porsi chicken patty burger 24 cwie mie level tk deh min [SEP] baik kak, dua porsi chicken patty burger (rp87rb) + 24 cwie mie level tk (rp59rb) = 146.000 ya",chicken patty burger & cwie mie level tk,dua porsi & 24,-1,4
"ayam goreng plus nasi 12 bungkus dan sebungkus empal siomay penyet jangan lama [SEP] noted kak ayam goreng plus nasi 12 rp875rb sama empal siomay penyet sebungkus 27k, total rp 902.000",ayam goreng plus nasi & empal siomay penyet,12 & sebungkus,-1,4
terong penyet buat kantor 8 aja yaaa [SEP] siyaap terong penyet 22000 rbu totalnya 22000k kak,terong penyet,8,22000000,3
pak masih ada sop ayam kriuk? kalau ada mau 16 pake kotak yah [SEP] sop ayam kriuk 47k ya kak jadi rp47rb,sop ayam kriuk,16,47000,1
"pesan 18 endog fried chicken satu nasi chicken teriyaki telur deh [SEP] pesanan: endog fried chicken rp 445.000, nasi chicken teriyaki telur rp48000rb. Total bayar = 48445.000",endog fried chicken & nasi chicken teriyaki telur,18 & satu,-1,4
1 paranoid chicken wings porsi double gercep ya,paranoid chicken wings,1,-1,2
"kk mau pesen dua mika nasi paru goreng makan sini cepet ya [SEP] baik, 30.000 ya kak rinciannya nasi paru goreng harganya 30 ribu",nasi paru goreng,dua mika,30000,3
pesen nasi campur empal nya dua gelas saja [SEP] total tagihan 821rb untuk nasi campur empal harga rp821rb per item ya,nasi campur empal,dua gelas,821000,2
"pesen jus semangka jumbo nya 15 deh bang [SEP] baik, 45000k ya kak rinciannya jus semangka jumbo harganya rp 45000.000",jus semangka jumbo,15,45000000,2
beli mie kuning kambing kuahgoreng rp128rb an 21 deh mbak [SEP] siap mie kuning kambing kuahgoreng rp128rb totalnya 128 ribu kak,mie kuning kambing kuahgoreng,21,128000,2
siang mauu pesen dua thinwall nasi ayam taliwang titipan bos ya mbak [SEP] qey nasi ayam taliwang hrg 69 ribu ttl 69k ya kak,nasi ayam taliwang,dua thinwall,69000,3
"suka bowl goreng soka 7, beneran 118 ribu kan ya gan [SEP] halo kak, pesanan suka bowl goreng soka seharga 118 ribu sudah kami proses, total bayar rp 118.000",suka bowl goreng soka,7,118000,2
beli ayam sambal merah 10rb an dua plastik dulu [SEP] total tagihan 10rb untuk ayam sambal merah harga 10rb per item ya,ayam sambal merah,dua plastik,10000,3
bungkusin 4 brownies sunkist tolong buruan thx ya [SEP] total tagihan 928k untuk brownies sunkist harga 928rb per item ya,brownies sunkist,4,928000,1
siti masih ada abon sosis ayam? kalau ada mau 19 porsi gede dulu [SEP] baik kak abon sosis ayam rp 171.000 satuan totalnya 171.000,abon sosis ayam,19,171000,1
budi order es susu rasa lecy langsung proses ya dua pack dong mas [SEP] rincian pesanan: es susu rasa lecy (rp 943.000) jadi rp943rb ya kak,es susu rasa lecy,dua pack,943000,2
nitip segelas ice taro dipacking ya mas [SEP] rincian pesanan: ice taro (rp 45.000) jadi rp 45.000 ya kak,ice taro,segelas,45000,3
"nitip 2 iced thai tea goceng buat acara keluarga ya [SEP] baik, rp94rb ya kak rinciannya iced thai tea goceng harganya 94 ribu",iced thai tea goceng,2,94000,2
tiga gelas klepon latten [SEP] oke siap kak,klepon latten,tiga gelas,-1,3
"order tiga botol esteh red velvet medium, terus indomie breaky nya lima porsi nih [SEP] pesanan: esteh red velvet medium rp62rb, indomie breaky rp 79.000. Total bayar = 141 ribu",esteh red velvet medium & indomie breaky,tiga botol & lima porsi,-1,4
"9 mie gobyoss full toping level dewa thx ya [SEP] halo kak, pesanan mie gobyoss full toping seharga 77.000 sudah kami proses, total bayar 77k",mie gobyoss full toping,9,77000,2
sop duren 25 [SEP] baik kak,sop duren,25,-1,3
bikinin soto daaging delapan buat arisan deh mas [SEP] oke soto daaging hargs rp 704.000 total 704rb ya kak,soto daaging,delapan,704000,3
mas semangkok ifumie biasa tolong buruan gan [SEP] oke ifumie biasa harga 325.000 ttl rp325rb ya kak,ifumie biasa,semangkok,325000,3
beli poached chicken 55rb an 11 ya gan [SEP] pesanan masuk: poached chicken x 55rb = 55.000,poached chicken,11,55000,2
"wr wb mau lima es teh manis jumbo sama 25 classic smoothie bowl deh [SEP] noted kak es teh manis jumbo lima 121rb sama classic smoothie bowl 25 952.000, total 1073.000",es teh manis jumbo & classic smoothie bowl,lima & 25,-1,4
nasi pecelurap ayam 24 ya mas [SEP] siap nasi pecelurap ayam 86.000 totalnya 86rb kak,nasi pecelurap ayam,24,86000,1
"pesan dua plastik ice kopi vietnam 1 indomie rebus telur dong min [SEP] siap kak, ice kopi vietnam 14.000 dan indomie rebus telur rp68rb, jadi total 82k ya",ice kopi vietnam & indomie rebus telur,dua plastik & 1,-1,4
pesen mie gobyoss siomay nya 19 deh bang,mie gobyoss siomay,19,-1,1
kak mau order dua porsi ice kopi susu gula aren deh bang [SEP] total tagihan rp327rb untuk ice kopi susu gula aren harga 327rb per item ya,ice kopi susu gula aren,dua porsi,327000,3
beli pancong selai kacang susu 87rb an 14 dong [SEP] noted kak pancong selai kacang susu 87rb totalnya rp87rb,pancong selai kacang susu,14,87000,1
"md nyakitin topping ayam tabur 4 [SEP] oke, mohon ditunggu sebentar ya",md nyakitin topping ayam tabur,4,-1,3
"boleh pesan 24 song mie ayam jamur special langsung ya [SEP] halo kak, pesanan song mie ayam jamur special seharga 85 rbu sudah kami proses, total bayar 85k",song mie ayam jamur special,24,85000,3
24 cap cay mie,cap cay mie,24,-1,3
"bikin porsi jumbo es jeruk nipis pedas sedang doang [SEP] baik, 305k ya kak rinciannya es jeruk nipis harganya rp305rb",es jeruk nipis,porsi jumbo,305000,2
pakde ayam penyet nasi gak pake bawang sekotak thanks [SEP] siap kak ayam penyet nasi 96k total rp96rb ya,ayam penyet nasi,sekotak,96000,1
"order semangkok nasi goreng spesial, terus nasi chicken teriyaki telur nya 16 ya bu [SEP] siap. nasi goreng spesial 242rb & nasi chicken teriyaki telur 81rb. total semuanya 323.000 kak",nasi goreng spesial & nasi chicken teriyaki telur,semangkok & 16,-1,4
"bikinin nasi penyetan lele 14 pake sambel ijo dehh [SEP] halo kak, pesanan nasi penyetan lele seharga 83.000 sudah kami proses, total bayar rp 83.000",nasi penyetan lele,14,83000,2
"sebotol mie godog jawa 1 mie gobyoss otak otak [SEP] baik kak, sebotol mie godog jawa (33000k) + 1 mie gobyoss otak otak (90rb) = rp33090rb ya",mie godog jawa & mie gobyoss otak otak,sebotol & 1,-1,4
hallo pagi half roasted chicken pedas sedang tiga porsi ya pak [SEP] half roasted chicken 23k ya kak jadi rp 23.000,half roasted chicken,tiga porsi,23000,1
bang nasi limpa cepet ya dua cup ya bang [SEP] oke nasi limpa harga 360.000 total 360.000 ya kak,nasi limpa,dua cup,360000,3
bungkusin dua mika nasi ampela,nasi ampela,dua mika,-1,1
6 es buah 21 nasi soto sapi [SEP] siap. es buah 81k & nasi soto sapi 404.000. total semuanya rp 485.000 kak,es buah & nasi soto sapi,6 & 21,-1,4
"admin pesen 24 nasi putih saja dan 25 chicken wings nyayap bulgogi boom yaaa [SEP] noted kak nasi putih saja 24 356rb sama chicken wings nyayap bulgogi boom 25 88 ribu, total 444k",nasi putih saja & chicken wings nyayap bulgogi boom,24 & 25,-1,4
"es krim single 23 + fried chicken wings 17 ya [SEP] pesanan: es krim single rp24000rb, fried chicken wings 229 ribu. Total bayar = 24229k",es krim single & fried chicken wings,23 & 17,-1,4
"mau 15 roti keset kombinasi tambah 21 mie goreng telur ditunggu [SEP] baik kak, 15 roti keset kombinasi (35k) + 21 mie goreng telur (11k) = 46.000 ya",roti keset kombinasi & mie goreng telur,15 & 21,-1,4
gan matcha frappe latte buat buka puasa dibikin 21 ya [SEP] siap matcha frappe latte 80.000 totalnya 80 ribu kak,matcha frappe latte,21,80000,2
"aku pesen 7 nasi rendang bola daging sekalian mie aceh ranjau 17 ya [SEP] noted kak nasi rendang bola daging 7 695rb sama mie aceh ranjau 17 88.000, total 783rb",nasi rendang bola daging & mie aceh ranjau,7 & 17,-1,4
"kerupuk mie cepet ya yang rp 12.000 pesen 8 cepet ya [SEP] baik, 12.000 ya kak rinciannya kerupuk mie harganya rp 12.000",kerupuk mie,8,12000,1
aa se-thinwall es sudo susu avocado pedas sedang deh mbak [SEP] total tagihan 58.000 untuk es sudo susu avocado harga 58 ribu per item ya,es sudo susu avocado,se-thinwall,58000,2
sore dua bungkus abon sosis ayam jangan lama ya dehh [SEP] oke kak abon sosis ayam harganya 84 ribu totalnya 84 ribu,abon sosis ayam,dua bungkus,84000,2
juragan masih ada nasi goreng jumbo nyam nyam? kalau ada mau 24 level dewa gercep ya [SEP] total tagihan 13.000 untuk nasi goreng jumbo nyam nyam harga 13k per item ya,nasi goreng jumbo nyam nyam,24,13000,1
kak mau pesen lima mangkuk bakso kasar bulat besar jangan pedes deh mbak,bakso kasar bulat besar,lima mangkuk,-1,1
"nasi telur dadar penyet dibungkus yang 92k pesen tiga piring loh [SEP] halo kak, pesanan nasi telur dadar penyet seharga 92k sudah kami proses, total bayar 92.000",nasi telur dadar penyet,tiga piring,92000,1
"juragan pesen 13 bihun ikan hongkong jumbo dan 22 tumis bayam bersantan deh mbak [SEP] oke kak bihun ikan hongkong jumbo 13 dan tumis bayam bersantan 22, totalnya rp42074rb",bihun ikan hongkong jumbo & tumis bayam bersantan,13 & 22,-1,4
"minta 7 ayam cabe kering pedas sedang dong min [SEP] halo kak, pesanan ayam cabe kering seharga 26.000 sudah kami proses, total bayar rp 26.000",ayam cabe kering,7,26000,3
nitip 20 corndog mozabakso ikan buat bekel sekolah terima kasih [SEP] oke corndog mozabakso ikan harga 42000k total 42000 ribu ya kak,corndog mozabakso ikan,20,42000000,1
kak mau order 23 jus semangka jumbo pake kotak tuh [SEP] siap kak jus semangka jumbo rp82rb total 82k ya,jus semangka jumbo,23,82000,2
kak mau order tiga porsi extra kulit ayam krispy cepet ya bu [SEP] siap kak extra kulit ayam krispy rp268rb total 268.000 ya,extra kulit ayam krispy,tiga porsi,268000,2
"subuh susus kocok boba capucino 16 cepet ya [SEP] baik, langsung kami buatkan",susus kocok boba capucino,16,-1,2
buatin bihun goreng telur bebek tiga gelas [SEP] oke noted,bihun goreng telur bebek,tiga gelas,-1,1
21 frozen dimsum ayam esnya dikit aja terima kasih [SEP] oke siap kak,frozen dimsum ayam,21,-1,2
beli chicken chop 929rb an 8 terima kasih [SEP] siap kak chicken chop 929rb total rp929rb ya,chicken chop,8,929000,1
"taro 18 + banana bites choco 16 ya [SEP] noted kak taro 18 57k sama banana bites choco 16 89.000, total rp146rb",taro & banana bites choco,18 & 16,-1,4
pesen nasi goreng merah udang nya tiga porsi dehh,nasi goreng merah udang,tiga porsi,-1,1
pesan sebotol nasi goreng kampoeng temboeng yang kyk biasa ajaa [SEP] oke nasi goreng kampoeng temboeng harga 388rb total 388rb ya kak,nasi goreng kampoeng temboeng,sebotol,388000,1
mas bisa pesan dua cup popcorn chicken honey pake sambel ijo deh bang [SEP] rincian pesanan: popcorn chicken honey (53.000) jadi 53rb ya kak,popcorn chicken honey,dua cup,53000,3
25 nasi goreng dagingtelor sepuluh nasi soto sapi [SEP] siap. nasi goreng dagingtelor rp18000rb & nasi soto sapi 746 ribu. total semuanya rp 18746.000 kak,nasi goreng dagingtelor & nasi soto sapi,25 & sepuluh,-1,4
"mie goreng udang pake ojol sembilan, nasi karage omahan japanese curry dua pack aja [SEP] pesanan: mie goreng udang 369rb, nasi karage omahan japanese curry 29.000. Total bayar = rp 398.000",mie goreng udang & nasi karage omahan japanese curry,sembilan & dua pack,-1,4
extra chicken patty 5,extra chicken patty,5,-1,1
pesen indomie special daging telur nya tiga cup siap ditunggu [SEP] oke kak indomie special daging telur harganya rp80rb totalnya rp 80.000,indomie special daging telur,tiga cup,80000,1
11 batagor,batagor,11,-1,1
beli mango smoothie rp 75.000 an 12 bu [SEP] baik kak mango smoothie rp 75.000 satuan totalnya rp 75.000,mango smoothie,12,75000,1
bu mau pesen 5 iced red velvet latte buat buka puasa ajaa [SEP] oke iced red velvet latte harga 54k total 54.000 ya kak,iced red velvet latte,5,54000,2
"pesan ayam geprek ranjau sambal ijo semika langsung proses ya, oh iya sekalian kyoto matcha latte tiga cup ya [SEP] pesanan: ayam geprek ranjau sambal ijo 74 ribu, kyoto matcha latte rp42rb. Total bayar = 116rb",ayam geprek ranjau sambal ijo & kyoto matcha latte,semika & tiga cup,-1,4
"mau chicken karaage nanban bento jumlahnya 15 saja [SEP] halo kak, pesanan chicken karaage nanban bento seharga rp345rb sudah kami proses, total bayar 345k",chicken karaage nanban bento,15,345000,2
bikinin esteh melati medium 7 pake ojol loh [SEP] noted kak esteh melati medium rp 37.000 totalnya 37 ribu,esteh melati medium,7,37000,1
bikin 12 soto daaging level 10 dong bang [SEP] oke soto daaging harga 889k total 889k ya kak,soto daaging,12,889000,2
buatin bakso aci original pisahin kuahnya enam ya bu [SEP] pesanan masuk: bakso aci original x 290k = 290 ribu,bakso aci original,enam,290000,2
bapak dua porsi kari ayam dan misua gak pake bawang doang [SEP] oke kak kari ayam dan misua harganya rp487rb totalnya rp 487.000,kari ayam dan misua,dua porsi,487000,1
mai dua pack lomie setengah porsi ajaa [SEP] oke kak lomie hrgny 287k totalnya 287.000,lomie,dua pack,287000,3
bikinin dumpling ayam bakar 22 ya mbak [SEP] dumpling ayam bakar 612.000 ya kak jadi 612k,dumpling ayam bakar,22,612000,3
"joko order pink lady strawberrysusu pedes mampus 4 ya bu [SEP] halo kak, pesanan pink lady strawberrysusu seharga 76k dh kami proses, total bayar 76rb",pink lady strawberrysusu,4,76000,3
"pesan lima mie gobyoss otak otak 4 es choco cococrunch l deh [SEP] baik kak, lima mie gobyoss otak otak (85rb) + 4 es choco cococrunch l (rp 37.000) = 122rb ya",mie gobyoss otak otak & es choco cococrunch l,lima & 4,-1,4
pesan porsi kecil bakso aci tulangan anget aja dong min [SEP] bakso aci tulangan 35.000 ya kak jadi 35 ribu,bakso aci tulangan,porsi kecil,35000,1
"min order es kawista pake kotak 9 aja [SEP] baik, langsung kami buatkan",es kawista,9,-1,2
"boleh pesan dua plastik telur ayam bagian kuning pake kotak aja [SEP] baik, rp21000rb ya kak rinciannya telur ayam bagian kuning harganya 21000k",telur ayam bagian kuning,dua plastik,21000000,2
minta 1 es cincau cepet ya jangan lama [SEP] oke es cincau harga 12.000 total rp 12.000 ya kak,es cincau,1,12000,1
tolong siapin dua plastik es batu air es bawa pulang matur suwun [SEP] baik kak es batu air es 12.000 satuan totalnya 12k,es batu air es,dua plastik,12000,1
beli 14 thai tea taro pake ojol ya bu [SEP] oke thai tea taro harga 24.000 total 24k ya kak,thai tea taro,14,24000,2
"mau tiga gelas hazelnut latte tambah lima kotak thai tea bubble ya pak [SEP] noted kak hazelnut latte tiga gelas 38 ribu sama thai tea bubble lima kotak 533k, total 571 ribu",hazelnut latte & thai tea bubble,tiga gelas & lima kotak,-1,4
subuh masih ada otot empal penyet? kalau ada mau se-thinwall anter sekarang gan [SEP] siap otot empal penyet 77 ribu totalnya 77 ribu kak,otot empal penyet,se-thinwall,77000,2
"bungkusin dua abon sosis ayam pake kotak gan [SEP] baik, rp 28.000 ya kak rinciannya abon sosis ayam harganya rp 28.000",abon sosis ayam,dua,28000,2
"order 14 es sarang burung, terus bakmi goreng nya dua bungkus loh [SEP] pesanan: es sarang burung rp 2000.000, bakmi goreng 82 ribu. Total bayar = 2082rb",es sarang burung & bakmi goreng,14 & dua bungkus,-1,4
joko bimbimbapp nasi campur korea titipan bos se-pack thx ya,bimbimbapp nasi campur korea,se-pack,-1,3
bungkusin porsi gede mie special nongki untuk anak saya ditunggu [SEP] noted kak mie special nongki 70k totalnya 70 ribu,mie special nongki,porsi gede,70000,1
pak 10 special ayam geprek mozarella buat arisan langsung ya [SEP] noted kak special ayam geprek mozarella rp 44.000 totalnya 44k,special ayam geprek mozarella,10,44000,1
"order 14 es sarang burung, terus nasi loobak nya dua plastik pak [SEP] baik kak, 14 es sarang burung (rp 664.000) + dua plastik nasi loobak (985k) = 1649k ya",es sarang burung & nasi loobak,14 & dua plastik,-1,4
"mbak mau pesen 2 ayam penyet mini no nasi jangan lama ya langsung ya [SEP] halo kak, pesanan ayam penyet mini no nasi seharga 3000.000 sudah kami proses, total bayar 3000rb",ayam penyet mini no nasi,2,3000000,1
bungkusin setengah porsi nasi uduk untuk anak saya buruan ya [SEP] pesanan masuk: nasi uduk x rp 10000.000 = 10000k,nasi uduk,setengah porsi,10000000,2
aa mau pesen 17 nasi ayam penyet tolong buruan dong [SEP] baik kak nasi ayam penyet rp 48.000 satuan totalnya rp48rb,nasi ayam penyet,17,48000,1
halo admin pangsit mie bakwan biasa sebox cepet ya,pangsit mie bakwan biasa,sebox,-1,1
mau pesen buat 11 double iced shaken latte paket donggg [SEP] noted kak double iced shaken latte 46000rb totalnya 46000.000,double iced shaken latte,11,46000000,2
"kak maw order tiga bungkuuussss brownies gulung toping keju parut pake kotak oke dtggu [SEP] baik, 350 ribu ya kak rinciannya brownies gulung toping keju parut harganya 350k",brownies gulung toping keju parut,tiga bungkus,350000,3
"kk pesen sepaket teh anggur dan 9 risol ayam siap ditunggu [SEP] siap kak, teh anggur rp 30.000 dan risol ayam 7rb, jadi total 37 ribu ya",teh anggur & risol ayam,sepaket & 9,-1,4
"ping omurice chicken katsu 2, beneran rp 7.000 kan dong [SEP] noted kak omurice chicken katsu rp 7.000 totalnya 7rb",omurice chicken katsu,2,7000,1
beli 11 nasi bakar buat buka puasa dong bang [SEP] siap nasi bakar 84.000 totalnya 84k kak,nasi bakar,11,84000,1
"semangkok chickenless curry crusty pie anter sekarang deh bang [SEP] halo kak, pesanan chickenless curry crusty pie seharga rp 469.000 geus kami proses, total bayar 469rb",chickenless curry crusty pie,semangkok,469000,3
